image,label,label_idx,confidence,pred,pred_idx,pred_confidence,correct
ISIC_0032726,MEL,0,0.0025618551298975945,BKL,4,0.988680362701416,0
ISIC_0027573,MEL,0,0.00463740574195981,BKL,4,0.9694175124168396,0
ISIC_0027350,MEL,0,0.005988419987261295,NV,1,0.932217001914978,0
ISIC_0029843,MEL,0,0.007823972962796688,NV,1,0.9739446640014648,0
ISIC_0031745,MEL,0,0.00832788459956646,NV,1,0.9796905517578125,0
ISIC_0029397,MEL,0,0.010486888699233532,NV,1,0.9451413750648499,0
ISIC_0032420,MEL,0,0.010614123195409775,BKL,4,0.983361542224884,0
ISIC_0029480,MEL,0,0.012233013287186623,NV,1,0.9409470558166504,0
ISIC_0028069,MEL,0,0.014039353467524052,NV,1,0.9544679522514343,0
ISIC_0025891,MEL,0,0.015650371089577675,NV,1,0.940375566482544,0
ISIC_0032232,MEL,0,0.015874091535806656,NV,1,0.9439769983291626,0
ISIC_0025783,MEL,0,0.016380369663238525,NV,1,0.9516682028770447,0
ISIC_0025489,MEL,0,0.017126895487308502,NV,1,0.9343764781951904,0
ISIC_0025313,MEL,0,0.018593812361359596,NV,1,0.9504151940345764,0
ISIC_0029859,MEL,0,0.019191645085811615,NV,1,0.9459595084190369,0
ISIC_0026094,MEL,0,0.019685272127389908,NV,1,0.9733102917671204,0
ISIC_0029937,MEL,0,0.019777478650212288,NV,1,0.8302716612815857,0
ISIC_0027793,MEL,0,0.01986776292324066,NV,1,0.8646191954612732,0
ISIC_0028878,MEL,0,0.020688695833086967,BKL,4,0.5894588232040405,0
ISIC_0030047,MEL,0,0.02081475406885147,NV,1,0.9004157185554504,0
ISIC_0032982,MEL,0,0.02401532232761383,NV,1,0.8953924775123596,0
ISIC_0030616,MEL,0,0.027002999559044838,BKL,4,0.6586189866065979,0
ISIC_0029017,MEL,0,0.027254534885287285,NV,1,0.9110318422317505,0
ISIC_0027561,MEL,0,0.02731800451874733,BKL,4,0.8563154935836792,0
ISIC_0025238,MEL,0,0.029225096106529236,NV,1,0.9415645003318787,0
ISIC_0030129,MEL,0,0.030599333345890045,NV,1,0.8718327283859253,0
ISIC_0031565,MEL,0,0.03130890801548958,NV,1,0.6739040017127991,0
ISIC_0024323,MEL,0,0.03217105194926262,NV,1,0.9274225234985352,0
ISIC_0033804,MEL,0,0.03239602968096733,NV,1,0.89649897813797,0
ISIC_0025791,MEL,0,0.03344522416591644,NV,1,0.8336145281791687,0
ISIC_0030564,MEL,0,0.033545877784490585,BKL,4,0.6746974587440491,0
ISIC_0025592,MEL,0,0.03444274514913559,NV,1,0.926881730556488,0
ISIC_0027302,MEL,0,0.03586165979504585,NV,1,0.8527339100837708,0
ISIC_0029281,MEL,0,0.03596986085176468,NV,1,0.902777373790741,0
ISIC_0028847,MEL,0,0.0372837595641613,NV,1,0.946451723575592,0
ISIC_0030080,MEL,0,0.03886094316840172,NV,1,0.792772114276886,0
ISIC_0033232,MEL,0,0.03893100097775459,NV,1,0.9428329467773438,0
ISIC_0027190,MEL,0,0.039632827043533325,NV,1,0.8211431503295898,0
ISIC_0026930,MEL,0,0.03968648985028267,NV,1,0.8681650161743164,0
ISIC_0025450,MEL,0,0.04170956090092659,NV,1,0.9412351846694946,0
ISIC_0024898,MEL,0,0.042148999869823456,NV,1,0.8735089898109436,0
ISIC_0031550,MEL,0,0.04285923391580582,NV,1,0.713330090045929,0
ISIC_0033496,MEL,0,0.04362143203616142,NV,1,0.9280495047569275,0
ISIC_0032653,MEL,0,0.043840762227773666,NV,1,0.9464859962463379,0
ISIC_0028969,MEL,0,0.04398379474878311,BKL,4,0.7184006571769714,0
ISIC_0024459,MEL,0,0.04787885770201683,BKL,4,0.5345086455345154,0
ISIC_0031529,MEL,0,0.04809019714593887,NV,1,0.8569175004959106,0
ISIC_0030382,MEL,0,0.04871341213583946,BKL,4,0.5687025785446167,0
ISIC_0031795,MEL,0,0.04873140901327133,NV,1,0.8858064413070679,0
ISIC_0024313,MEL,0,0.04881713166832924,NV,1,0.8758518695831299,0
ISIC_0030238,MEL,0,0.05101022124290466,NV,1,0.8591564893722534,0
ISIC_0033368,MEL,0,0.051720235496759415,NV,1,0.9015353322029114,0
ISIC_0032046,MEL,0,0.05183834210038185,BKL,4,0.481034517288208,0
ISIC_0027144,MEL,0,0.05258866772055626,NV,1,0.8700665831565857,0
ISIC_0032718,MEL,0,0.05295558646321297,BKL,4,0.7041219472885132,0
ISIC_0031177,MEL,0,0.05297262594103813,NV,1,0.8929479718208313,0
ISIC_0030951,MEL,0,0.053177107125520706,NV,1,0.4862103760242462,0
ISIC_0025195,MEL,0,0.05406176671385765,NV,1,0.8978278636932373,0
ISIC_0033196,MEL,0,0.05524704232811928,NV,1,0.9163051843643188,0
ISIC_0027420,MEL,0,0.0556412898004055,NV,1,0.8381533026695251,0
ISIC_0028065,MEL,0,0.057401206344366074,NV,1,0.8566659092903137,0
ISIC_0027956,MEL,0,0.05892820656299591,NV,1,0.901489794254303,0
ISIC_0033863,MEL,0,0.05922641605138779,NV,1,0.91094970703125,0
ISIC_0028051,MEL,0,0.059233158826828,NV,1,0.9211004972457886,0
ISIC_0031844,MEL,0,0.06032351404428482,BKL,4,0.5280444025993347,0
ISIC_0025543,MEL,0,0.060800738632678986,BKL,4,0.7995623350143433,0
ISIC_0032430,MEL,0,0.06125969812273979,BKL,4,0.643903911113739,0
ISIC_0032981,MEL,0,0.06189696118235588,NV,1,0.8465025424957275,0
ISIC_0026475,MEL,0,0.06250931322574615,NV,1,0.8161373138427734,0
ISIC_0031586,MEL,0,0.06252460181713104,NV,1,0.8937444090843201,0
ISIC_0034100,MEL,0,0.06291256844997406,BKL,4,0.7611644864082336,0
ISIC_0026892,MEL,0,0.0638946071267128,NV,1,0.8060855865478516,0
ISIC_0031118,MEL,0,0.06410305202007294,BKL,4,0.4342139959335327,0
ISIC_0032645,MEL,0,0.06644755601882935,NV,1,0.7995996475219727,0
ISIC_0030360,MEL,0,0.0664951279759407,BKL,4,0.5576862692832947,0
ISIC_0027620,MEL,0,0.06825681775808334,NV,1,0.8924953937530518,0
ISIC_0033050,MEL,0,0.06862344592809677,BKL,4,0.4626288414001465,0
ISIC_0027100,MEL,0,0.07261035591363907,BKL,4,0.8486730456352234,0
ISIC_0028225,MEL,0,0.07297781854867935,NV,1,0.7905726432800293,0
ISIC_0027155,MEL,0,0.07465530931949615,NV,1,0.7447284460067749,0
ISIC_0026690,MEL,0,0.07548178732395172,NV,1,0.525638997554779,0
ISIC_0027776,MEL,0,0.07593999803066254,NV,1,0.4723990857601166,0
ISIC_0028415,MEL,0,0.07659236341714859,NV,1,0.6988036036491394,0
ISIC_0029216,MEL,0,0.07846806198358536,NV,1,0.7780591249465942,0
ISIC_0030281,MEL,0,0.07902415841817856,NV,1,0.8701334595680237,0
ISIC_0028567,MEL,0,0.07989715784788132,NV,1,0.8260520100593567,0
ISIC_0025317,MEL,0,0.08637884259223938,VASC,6,0.42420706152915955,0
ISIC_0024733,MEL,0,0.08643186837434769,NV,1,0.5986438989639282,0
ISIC_0029013,MEL,0,0.08755096048116684,NV,1,0.7725551128387451,0
ISIC_0026545,MEL,0,0.08986435830593109,NV,1,0.7801040410995483,0
ISIC_0024930,MEL,0,0.08993367850780487,NV,1,0.8387770652770996,0
ISIC_0030277,MEL,0,0.09103437513113022,BKL,4,0.7080170512199402,0
ISIC_0025324,MEL,0,0.09164024889469147,NV,1,0.8488771319389343,0
ISIC_0030391,MEL,0,0.09181986004114151,NV,1,0.8187371492385864,0
ISIC_0025904,MEL,0,0.09258286654949188,BKL,4,0.8178563714027405,0
ISIC_0033653,MEL,0,0.09874347597360611,NV,1,0.8279249668121338,0
ISIC_0028198,MEL,0,0.10040917992591858,NV,1,0.7980872988700867,0
ISIC_0032918,MEL,0,0.1004171296954155,BKL,4,0.3986031413078308,0
ISIC_0028543,MEL,0,0.1013510674238205,NV,1,0.8271840214729309,0
ISIC_0025766,MEL,0,0.10154405981302261,NV,1,0.8318977355957031,0
ISIC_0028465,MEL,0,0.10299684852361679,NV,1,0.7217114567756653,0
ISIC_0032597,MEL,0,0.1030406653881073,NV,1,0.754709005355835,0
ISIC_0029538,MEL,0,0.10474701970815659,NV,1,0.7879763841629028,0
ISIC_0033526,MEL,0,0.106120765209198,NV,1,0.8200393319129944,0
ISIC_0024958,MEL,0,0.10671530663967133,BKL,4,0.5762231945991516,0
ISIC_0028463,MEL,0,0.10746067762374878,NV,1,0.7183482646942139,0
ISIC_0033938,MEL,0,0.10751640051603317,NV,1,0.7451354265213013,0
ISIC_0029092,MEL,0,0.10769565403461456,NV,1,0.8206413984298706,0
ISIC_0027105,MEL,0,0.10941633582115173,NV,1,0.411512166261673,0
